"","FirstName","LastName","Team","GP","GS","AVG","OPS","AB","R","H","X2B","X3B","HR","RBI","TB","SLG","BB","HBP","SO","GDP","OBP","SF","SH","SB","SB_ATT"
"2367","TOMMY","SPLAINE","Arizona","32","31",0.281,0.724,114,24,32,6,0,0,16,38,0.333,11,11,17,3,0.391,2,1,"1","1"
"2368","BRENDAN","SUMMERHILL","Arizona","22","18",0.259,0.833,58,12,15,3,0,2,6,24,0.414,15,1,20,2,0.419,0,1,"2","3"
"2369","COLTON","MOORE","Arizona","9","1",0.2,0.629,5,1,1,0,0,0,1,1,0.2,1,1,1,0,0.429,0,0,"0","0"
"2370","MADDOX","MIHALAKIS","Arizona","11","3",0.188,0.563,16,1,3,0,0,1,2,6,0.375,0,0,9,0,0.188,0,0,"0","0"
"2371","JACK","GRANT","Arizona","7","0",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"0","0"
"2372","DREW","COWLEY","Oregon","63","62",0.341,1.056,249,64,85,22,1,16,70,157,0.631,29,8,50,5,0.425,1,1,"6","6"
"2373","COLBY","SHADE","Oregon","60","55",0.336,0.945,214,55,72,16,3,6,31,112,0.523,20,14,49,1,0.422,3,3,"14","20"
"2374","SABIN","CEBALLOS","Oregon","59","58",0.333,1.069,213,48,71,10,1,18,70,137,0.643,34,4,36,7,0.426,5,0,"0","1"
"2375","TANNER","SMITH","Oregon","63","63",0.327,0.942,245,50,80,20,1,11,45,135,0.551,24,3,42,5,0.391,2,2,"7","9"
"2376","RIKUU","NISHIDA","Oregon","63","63",0.312,0.837,253,67,79,16,1,5,37,112,0.443,27,8,26,5,0.394,1,8,"25","33"
"2377","GAVIN","GRANT","Oregon","63","63",0.275,0.84,207,39,57,13,1,8,29,96,0.464,27,7,68,0,0.376,1,4,"9","10"
"2378","JACOB","WALSH","Oregon","62","61",0.241,0.802,232,36,56,12,0,16,37,116,0.5,20,1,75,4,0.302,2,0,"0","1"
"2379","DREW","SMITH","Oregon","28","24",0.365,0.982,96,14,35,5,2,3,18,53,0.552,8,3,20,0,0.43,0,0,"6","8"
"2380","BENNETT","THOMPSON","Oregon","33","31",0.34,1.015,106,21,36,15,1,4,22,65,0.613,9,4,15,5,0.402,3,1,"2","5"
"2381","JACKSON","JAHA","Oregon","9","3",0.286,0.69,14,3,4,1,0,0,0,5,0.357,1,0,2,0,0.333,0,0,"0","0"
"2382","CARTER","GARATE","Oregon","19","6",0.267,0.833,30,5,8,1,0,2,8,15,0.5,1,2,13,0,0.333,0,0,"0","3"
"2383","ANSON","AROZ","Oregon","17","6",0.265,0.706,34,3,9,1,0,1,7,13,0.382,2,1,7,1,0.324,0,0,"1","1"
"2384","DOMINIC","HELLMAN","Oregon","13","8",0.25,0.708,32,8,8,1,0,1,5,12,0.375,4,0,8,1,0.333,0,0,"0","0"
"2385","JOSIAH","CROMWICK","Oregon","40","31",0.248,0.824,105,16,26,7,0,7,23,54,0.514,6,4,38,0,0.31,1,1,"3","3"
"2386","TYLER","GANUS","Oregon","22","0",0.222,0.586,9,5,2,0,0,0,0,2,0.222,1,1,3,1,0.364,0,0,"0","1"
"2387","BRYCE","BOETTCHER","Oregon","51","15",0.2,0.745,50,12,10,2,0,2,6,18,0.36,7,8,16,0,0.385,0,3,"7","8"
"2388","OWEN","DIODATI","Oregon","25","15",0.145,0.481,55,3,8,3,0,1,5,14,0.255,5,1,20,0,0.226,1,0,"0","0"
"2389","TOWNS","KING","Oregon","13","2",0,0.077,12,1,0,0,0,0,0,0,0,1,0,6,0,0.077,0,0,"0","0"
"2390","MASON","LYTLE","Oregon","6","1",0,0.167,5,1,0,0,0,0,0,0,0,1,0,3,0,0.167,0,0,"0","0"
"2391","CHASE","MEGGERS","Oregon","4","0",0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"0","0"
"2392","TAFTON","HENSLEY","Oregon","2","0",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0","0"
"2393","AUSTIN","OVERN","Southern Cal","58","58",0.314,0.932,236,54,74,11,14,4,38,125,0.53,29,8,46,1,0.402,3,6,"16","20"
"2394","BRYCE","MARTIN-GRUDZIELANEK","Southern Cal","56","50",0.302,0.869,202,40,61,10,2,7,40,96,0.475,23,9,42,12,0.394,2,4,"5","8"
"2395","ETHAN","HEDGES","Southern Cal","49","44",0.302,0.832,159,31,48,7,3,2,26,67,0.421,27,3,27,2,0.411,1,0,"2","4"
"2396","JOHNNY","OLMSTEAD","Southern Cal","58","58",0.288,0.934,215,45,62,14,4,11,48,117,0.544,27,12,41,2,0.39,5,1,"10","15"
"2397","RYAN","JACKSON","Southern Cal","57","56",0.287,0.787,188,40,54,5,1,2,27,67,0.356,43,6,36,1,0.431,2,7,"4","10"
"2398","COLE","GABRIELSON","Southern Cal","58","57",0.286,0.897,210,46,60,9,2,11,48,106,0.505,36,4,66,5,0.392,5,3,"4","7"
"2399","CARSON","WELLS","Southern Cal","55","50",0.283,0.818,180,38,51,13,1,5,30,81,0.45,19,8,39,3,0.368,5,13,"10","14"
"2400","NICK","LOPEZ","Southern Cal","49","41",0.273,0.793,172,29,47,12,0,7,27,80,0.465,10,4,22,2,0.328,0,0,"0","0"
"2401","JACOB","GALLOWAY","Southern Cal","24","19",0.365,0.949,63,12,23,5,1,1,11,33,0.524,3,5,8,0,0.425,2,2,"0","1"
"2402","CONNOR","CLIFT","Southern Cal","27","22",0.28,0.835,75,14,21,4,0,3,12,34,0.453,12,1,20,1,0.382,1,3,"0","0"
"2403","CONNOR","AOKI","Southern Cal","28","23",0.25,0.764,80,13,20,4,0,3,19,33,0.413,11,3,28,0,0.351,3,3,"1","2"
"2404","LUCA","DIPAOLO","Southern Cal","12","6",0.227,0.82,22,3,5,0,0,2,5,11,0.5,2,1,9,1,0.32,0,0,"0","0"
"2405","ADRIAN","COLON-ROSADO","Southern Cal","33","22",0.223,0.624,94,12,21,5,0,1,15,29,0.309,8,5,21,2,0.315,1,0,"0","1"
"2406","CAIDEN","HUBER","Southern Cal","10","9",0.2,0.629,20,7,4,0,0,0,3,4,0.2,6,2,10,0,0.429,0,0,"1","1"
"2407","NATE","CLOW","Southern Cal","12","3",0.154,0.652,13,2,2,0,0,1,2,5,0.385,1,1,8,0,0.267,0,0,"0","0"
"2408","KAIKEA","HARRISON","Southern Cal","16","4",0.077,0.327,13,2,1,0,0,0,0,1,0.077,2,1,4,0,0.25,0,3,"1","1"
"2409","DUCE","GOURSON","UCLA","53","52",0.319,0.953,204,48,65,10,0,10,48,105,0.515,36,8,51,2,0.438,1,0,"8","10"
"2410","KYLE","KARROS","UCLA","44","42",0.284,0.792,169,30,48,8,0,5,34,71,0.42,22,4,35,2,0.372,4,0,"3","4"
"2411","DARIUS","PERRY","UCLA","49","49",0.278,0.744,187,35,52,6,0,3,31,67,0.358,27,7,42,5,0.386,2,1,"2","4"
"2412","JACK","HOLMAN","UCLA","51","51",0.262,0.856,202,39,53,9,0,13,38,101,0.5,21,10,43,2,0.356,3,0,"1","2"
"2413","JONJON","VAUGHNS","UCLA","47","44",0.236,0.852,148,25,35,4,0,10,34,69,0.466,29,9,70,0,0.386,3,4,"1","2"
"2414","CARSON","YATES","UCLA","49","45",0.216,0.682,139,23,30,4,1,3,25,45,0.324,29,4,39,2,0.358,4,4,"9","11"
"2415","KEENAN","PROCTOR","UCLA","7","1",0.333,0.933,3,2,1,0,0,0,1,1,0.333,1,1,1,0,0.6,0,0,"1","1"
"2416","JOSH","HAHN","UCLA","31","19",0.326,0.774,86,9,28,3,0,1,12,34,0.395,6,2,20,2,0.379,1,3,"0","0"
"2417","JARROD","HOCKING","UCLA","36","31",0.298,0.918,114,30,34,6,1,4,22,54,0.474,25,5,34,2,0.444,0,6,"3","3"
"2418","MALAKHI","KNIGHT","UCLA","34","34",0.285,0.679,137,17,39,6,0,0,17,45,0.328,13,2,35,1,0.351,2,0,"7","8"
"2419","DAYLEN","REYES","UCLA","31","29",0.28,0.739,118,21,33,4,2,0,17,41,0.347,14,9,18,0,0.392,2,1,"1","3"
"2420","CODY","SCHRIER","UCLA","32","32",0.278,0.847,133,29,37,7,0,6,19,62,0.466,15,7,39,2,0.381,0,0,"6","9"
"2421","AJ","SALGADO","UCLA","26","21",0.225,0.667,80,16,18,2,1,1,14,25,0.313,14,2,29,1,0.354,0,2,"2","5"
"2422","KNOX","LOPOSER","UCLA","23","15",0.185,0.606,54,11,10,5,0,0,6,15,0.278,10,2,24,0,0.328,1,3,"0","0"
"2423","TOUSSAINT","BYTHEWOOD","UCLA","23","12",0.122,0.372,41,2,5,0,0,0,2,5,0.122,6,1,18,1,0.25,0,4,"1","2"
"2424","TOMMY","TROY","Stanford","58","58",0.394,1.177,249,76,98,17,4,17,58,174,0.699,35,7,42,5,0.478,2,0,"17","20"
"2425","ALBERTO","RIOS","Stanford","63","62",0.384,1.192,242,69,93,24,0,18,73,171,0.707,38,11,42,7,0.485,2,0,"5","6"
"2426","BRADEN","MONTGOMERY","Stanford","64","64",0.336,1.072,244,70,82,14,1,17,61,149,0.611,51,10,64,2,0.461,5,0,"6","9"
"2427","EDDIE","PARK","Stanford","63","63",0.333,0.888,276,68,92,19,1,6,47,131,0.475,37,3,25,4,0.413,4,0,"7","11"
"2428","OWEN","COBB","Stanford","56","56",0.324,0.839,210,36,68,7,3,6,32,99,0.471,13,4,36,1,0.368,4,5,"8","11"
"2429","CARTER","GRAHAM","Stanford","64","64",0.315,0.948,276,61,87,22,0,15,77,154,0.558,31,5,55,6,0.39,3,0,"9","10"
"2430","MALCOLM","MOORE","Stanford","64","64",0.311,0.95,257,50,80,20,0,15,63,145,0.564,21,14,50,7,0.386,6,0,"3","4"
"2431","DREW","BOWSER","Stanford","61","61",0.27,0.854,244,41,66,11,3,14,48,125,0.512,26,1,81,4,0.342,1,0,"1","1"
"2432","TEMO","BECERRA","Stanford","28","11",0.316,0.876,57,12,18,4,0,2,7,28,0.491,6,1,11,1,0.385,1,5,"1","1"
"2433","JAKE","SAPIEN","Stanford","33","27",0.301,0.871,93,16,28,5,1,3,16,44,0.473,14,1,27,3,0.398,0,0,"0","0"
"2434","CORT","MACDONALD","Stanford","10","0",0.25,0.65,4,1,1,0,0,0,1,1,0.25,1,0,2,0,0.4,0,0,"0","0"
"2435","SABORN","CAMPBELL","Stanford","33","13",0.211,0.543,57,13,12,0,1,0,3,14,0.246,7,0,17,3,0.297,0,1,"4","5"
"2436","CHARLIE","SAUM","Stanford","9","7",0.19,0.608,21,3,4,1,0,0,2,5,0.238,4,2,10,0,0.37,0,0,"0","0"
"2437","COLE","HINKELMAN","Stanford","15","9",0.188,0.725,32,4,6,0,0,2,10,12,0.375,7,1,7,0,0.35,0,0,"0","0"
"2438","HENRY","GARGUS","Stanford","16","3",0.136,0.481,22,3,3,0,0,1,3,6,0.273,1,1,12,0,0.208,0,0,"0","0"
"2439","JIMMY","NATI","Stanford","23","8",0.114,0.362,44,9,5,1,0,0,6,6,0.136,5,2,11,1,0.226,2,0,"0","0"
"2440","TREVOR","HASKINS","Stanford","12","6",0.083,0.362,24,2,2,0,0,1,4,5,0.208,1,1,6,2,0.154,0,1,"0","0"
"2441","BRETT","BLAIR","Stanford","2","0",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"2442","SAM","BROWN","Washington State","52","52",0.374,1.155,187,38,70,19,2,11,58,126,0.674,27,19,33,3,0.481,8,0,"5","6"
"2443","JONAH","ADVINCULA","Washington State","51","51",0.35,1.02,200,53,70,20,4,5,33,113,0.565,28,12,19,3,0.455,2,2,"24","26"
"2444","JACOB","MCKEON","Washington State","52","52",0.341,1,205,52,70,18,1,8,47,114,0.556,32,8,51,4,0.444,3,1,"6","6"
"2445","ELIJAH","HAINLINE","Washington State","51","51",0.337,1.045,187,48,63,12,2,12,39,115,0.615,28,5,47,6,0.43,3,2,"10","14"
"2446","CAM","MAGEE","Washington State","51","48",0.297,0.782,185,31,55,9,0,3,36,73,0.395,17,12,22,4,0.387,3,3,"3","5"
"2447","KYLE","RUSSELL","Washington State","44","43",0.284,0.729,162,31,46,9,0,1,26,58,0.358,16,7,46,0,0.371,1,5,"9","12"
"2448","BRYCE","MATTHEWS","Washington State","41","31",0.25,0.703,112,14,28,7,1,1,13,40,0.357,16,2,31,3,0.346,3,3,"4","5"
"2449","JAKE","HARVEY","Washington State","36","35",0.291,0.806,117,30,34,8,0,2,23,48,0.41,16,5,35,1,0.396,1,7,"6","7"
"2450","JACOB","MORROW","Washington State","28","23",0.259,0.686,81,15,21,4,0,1,17,28,0.346,5,7,27,2,0.34,4,1,"0","0"
"2451","BRANDHAM","PONCE","Washington State","13","6",0.222,0.582,27,4,6,1,0,0,7,7,0.259,1,3,8,2,0.323,0,1,"0","0"
"2452","WILL","CRESSWELL","Washington State","33","29",0.194,0.716,103,18,20,5,1,5,11,42,0.408,13,4,32,1,0.308,0,2,"1","1"
"2453","NATE","SWARTS","Washington State","21","11",0.184,0.728,49,8,9,1,2,3,7,23,0.469,2,3,20,0,0.259,0,1,"0","0"
"2454","MAX","HARTMAN","Washington State","9","3",0.167,0.75,12,2,2,0,0,1,1,5,0.417,2,1,6,0,0.333,0,0,"0","1"
"2455","GREG","FUCHS","Washington State","32","23",0.157,0.579,83,13,13,6,0,1,13,22,0.265,18,2,28,2,0.314,2,4,"2","2"
"2456","ALAN","SHIBLEY","Washington State","9","8",0.156,0.487,32,2,5,0,2,0,4,9,0.281,1,1,10,0,0.206,0,0,"0","0"
"2457","GRIFFEN","SOTOMAYOR","Washington State","4","2",0,0.111,8,0,0,0,0,0,0,0,0,0,1,4,1,0.111,0,0,"0","0"
"2458","ANDREW","MCKENNA","Washington State","3","0",0,0.333,2,1,0,0,0,0,0,0,0,1,0,1,0,0.333,0,0,"0","0"
"2459","GRIFFIN","MYERS","Washington State","4","0",0,0.667,1,0,0,0,0,0,0,0,0,2,0,0,0,0.667,0,0,"0","0"
"2460","AJ","GUERRERO","Washington","55","55",0.345,0.957,220,47,76,10,2,8,38,114,0.518,36,4,64,3,0.439,4,0,"0","0"
"2461","WILL","SIMPSON","Washington","52","52",0.335,1.061,221,55,74,12,1,18,58,142,0.643,29,4,59,0,0.418,2,0,"5","6"
"2462","COBY","MORALES","Washington","55","55",0.332,0.98,217,49,72,11,0,12,52,119,0.548,40,2,59,4,0.432,5,0,"1","3"
"2463","CAM","CLAYTON","Washington","55","55",0.325,0.938,246,54,80,21,0,11,42,134,0.545,24,6,41,2,0.393,4,0,"4","5"
"2464","JOHNNY","TINCHER","Washington","53","52",0.31,0.901,216,46,67,14,0,10,42,111,0.514,16,13,42,7,0.387,3,0,"6","10"
"2465","JETER","YBARRA","Washington","46","36",0.29,0.737,138,26,40,7,0,1,20,50,0.362,15,5,34,0,0.375,2,0,"1","1"
"2466","SAM","DECARLO","Washington","54","49",0.268,0.809,168,35,45,5,0,7,33,71,0.423,30,3,44,4,0.386,1,0,"3","5"
"2467","COLE","MILLER","Washington","45","25",0.264,0.697,87,14,23,5,0,0,9,28,0.322,10,6,27,4,0.375,1,0,"2","2"
"2468","MICHAEL","SNYDER","Washington","53","53",0.254,0.858,193,36,49,9,1,11,49,93,0.482,24,16,56,4,0.376,4,0,"0","1"
"2469","CHRISTIAN","DICOCHEA","Washington","16","5",0.28,0.659,25,5,7,0,0,0,1,7,0.28,2,2,5,0,0.379,0,0,"0","0"
"2470","MCKAY","BARNEY","Washington","38","23",0.273,0.653,77,15,21,1,0,0,9,22,0.286,9,3,15,1,0.367,1,2,"2","3"
"2471","AIVA","ARQUETTE","Washington","15","12",0.244,0.971,45,11,11,0,0,5,11,26,0.578,9,2,17,0,0.393,0,0,"3","3"
"2472","MICHAEL","BROWN","Washington","18","8",0.233,0.609,30,1,7,1,0,0,3,8,0.267,5,1,10,0,0.342,2,0,"0","0"
"2473","COOPER","WHITTON","Washington","5","2",0.2,0.585,10,1,2,0,0,0,3,2,0.2,3,0,3,0,0.385,0,0,"0","1"
"2474","BARRON","ZAMORA","Washington","5","1",0.167,0.5,6,1,1,1,0,0,2,2,0.333,0,0,2,0,0.167,0,0,"0","0"
"2475","LUKE","ROHLEDER","Washington","15","1",0.167,0.667,6,5,1,0,0,0,2,1,0.167,3,1,3,0,0.5,0,0,"0","0"
"2476","COLIN","BLANCHARD","Washington","17","5",0.15,0.5,20,2,3,2,0,0,1,5,0.25,3,0,10,0,0.25,1,0,"0","1"
"2477","DALTON","CHANDLER","Washington","32","2",0.15,0.546,20,8,3,1,0,0,2,4,0.2,5,1,7,1,0.346,0,0,"5","5"
"2478","NICK","HOVLAND","Washington","13","2",0.105,0.49,19,1,2,0,0,1,1,5,0.263,2,1,4,0,0.227,0,0,"0","0"
"2479","JAKE","LEITGEB","Washington","6","1",0,0.2,8,2,0,0,0,0,1,0,0,0,2,6,1,0.2,0,0,"0","0"
"2480","KYLE","FOSSUM","Washington","4","1",0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"1","1"
"2481","JARRED","MAZZAFERRO","Washington","5","0",0,0.333,2,1,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0,"0","0"
"2482","JAYDEN","KIERNAN","Utah","44","44",0.402,1.007,184,35,74,11,0,5,32,100,0.543,16,7,16,8,0.464,2,1,"4","5"
"2483","TJ","CLARKSON","Utah","55","55",0.301,1.092,196,56,59,18,2,14,45,123,0.628,48,14,44,3,0.464,3,1,"4","5"
"2484","DAVIS","COP","Utah","53","52",0.3,0.874,207,35,62,11,0,10,51,103,0.498,13,14,41,6,0.376,3,1,"1","6"
"2485","CAMERON","GURNEY","Utah","43","41",0.279,0.761,154,23,43,6,0,4,31,61,0.396,14,9,21,8,0.365,4,5,"1","2"
"2486","MATT","FLAHARTY","Utah","45","39",0.269,0.783,130,35,35,9,1,2,22,52,0.4,20,4,29,0,0.383,0,6,"13","15"
"2487","KAI","ROBERTS","Utah","46","44",0.266,0.79,173,35,46,11,1,3,35,68,0.393,34,5,53,2,0.397,2,4,"11","13"
"2488","BRUER","WEBSTER","Utah","54","51",0.264,0.678,182,32,48,7,1,0,27,57,0.313,22,7,25,1,0.365,0,13,"8","12"
"2489","DAKOTA","DUFFALO","Utah","42","32",0.244,0.623,127,22,31,4,1,1,11,40,0.315,10,3,32,2,0.308,3,6,"3","4"
"2490","LANDON","FREI","Utah","51","51",0.243,0.604,206,30,50,6,0,1,27,59,0.286,19,5,44,8,0.318,3,2,"5","6"
"2491","KARSON","BODILY","Utah","35","28",0.313,0.95,99,21,31,9,3,2,18,52,0.525,17,3,30,1,0.425,1,2,"5","6"
"2492","KADEN","CARPENTER","Utah","27","16",0.271,0.824,59,12,16,3,0,2,11,25,0.424,10,4,18,0,0.4,2,1,"0","0"
"2493","JAKE","GISH","Utah","31","23",0.232,0.69,95,19,22,3,1,3,15,36,0.379,9,2,13,0,0.311,0,1,"5","5"
"2494","ELIJHA","HAMMILL","Utah","31","19",0.208,0.606,77,14,16,2,1,1,13,23,0.299,9,2,15,1,0.307,0,4,"2","2"
"2495","Justin","Starke","VMI","55","55",0.392,1.152,212,62,83,15,2,13,52,141,0.665,39,6,44,2,0.487,6,0,"32","38"
"2496","Nick","Iannantone","ETSU","49","46",0.389,1.022,175,41,68,14,3,3,27,97,0.554,23,4,25,1,0.468,1,1,"2","2"
"2497","Treyson","Hughes","MER","58","58",0.387,1.108,222,74,86,15,0,11,52,134,0.604,47,7,35,5,0.504,2,1,"9","11"
"2498","Cameron","Sisneros","ETSU","55","55",0.383,1.164,214,45,82,18,0,16,59,148,0.692,29,7,24,5,0.472,0,0,"3","3"
"2499","Ryan","Galanie","WOF","58","58",0.383,1.161,230,73,88,15,0,17,66,154,0.67,40,9,39,2,0.491,0,0,"19","24"
"2500","Cameron","Gill","WOF","53","49",0.368,0.929,174,49,64,7,0,2,41,77,0.443,29,14,32,4,0.486,3,2,"16","19"
"2501","Trey","Yunger","WOF","58","58",0.36,0.944,225,55,81,17,1,4,49,112,0.498,32,8,36,4,0.446,6,7,"26","34"
"2502","Jayden","Davis","SAM","60","58",0.358,0.993,229,48,82,13,1,9,38,124,0.541,37,4,33,4,0.452,2,0,"0","0"
"2503","Kennedy","Jones","UNCG","59","59",0.357,1.043,241,46,86,14,1,14,43,144,0.598,26,13,44,4,0.445,1,0,"5","7"
"2504","Brice","Martinez","WOF","58","58",0.352,0.876,213,45,75,8,3,0,45,89,0.418,32,12,30,8,0.458,3,12,"16","21"
"2505","Cole","Garrett","VMI","55","55",0.35,1.067,200,53,70,17,0,13,53,126,0.63,30,4,28,1,0.437,4,8,"5","8"
"2506","Cole","Jenkins","VMI","55","55",0.35,1.033,206,47,72,19,3,11,50,130,0.631,15,5,53,3,0.402,3,5,"9","13"
"2507","Ty","Swaim","VMI","55","55",0.348,0.893,244,57,85,20,4,2,34,119,0.488,18,6,36,2,0.405,1,6,"35","43"
"2508","Trey","Morgan","VMI","55","55",0.345,0.954,220,52,76,16,2,6,42,114,0.518,29,7,43,2,0.436,1,3,"26","32"
"2509","Eric","Toth","MER","56","56",0.329,1.095,207,50,68,7,0,20,53,135,0.652,31,13,47,4,0.443,2,0,"3","4"
"2510","Pascanel","Ferreras","WCU","54","54",0.325,1.009,209,51,68,16,0,12,53,120,0.574,33,10,34,9,0.435,3,0,"2","3"
"2511","Thomas","Rollauer","CIT","52","52",0.324,0.846,204,38,66,15,0,4,34,93,0.456,20,3,39,5,0.39,1,1,"9","12"
"2512","Travis","Lott","CIT","54","54",0.321,0.919,187,38,60,10,1,5,32,87,0.465,31,17,36,1,0.454,3,1,"2","2"
"2513","Cody","Miller","ETSU","51","49",0.318,0.802,195,41,62,6,2,2,19,78,0.4,25,3,38,1,0.402,1,4,"10","11"
"2514","Zac","Morris","VMI","55","55",0.317,0.954,205,48,65,13,2,10,49,112,0.546,24,11,38,3,0.408,5,6,"25","33"
"2515","Lucas","Steele","SAM","61","57",0.315,1.039,203,43,64,15,1,16,51,129,0.635,27,8,51,2,0.404,7,0,"0","0"
"2516","Dixon","Black","WOF","59","59",0.315,0.894,232,55,73,13,2,7,46,111,0.478,31,12,41,4,0.416,4,5,"14","20"
"2517","Stephen","Klein","SAM","61","60",0.315,0.979,213,45,67,16,2,8,41,111,0.521,39,21,25,4,0.458,4,0,"1","2"
"2518","Sawyer","Reeves","CIT","54","54",0.314,0.834,210,49,66,16,1,4,37,96,0.457,20,3,27,3,0.377,3,4,"13","15"
"2519","Marshall","Toole","WOF","54","54",0.309,0.83,207,60,64,9,0,4,34,85,0.411,33,9,66,0,0.419,4,12,"23","29"
"2520","Cole","Jones","WCU","40","35",0.308,0.873,133,17,41,10,0,6,30,69,0.519,9,1,32,2,0.354,1,4,"1","1"
"2521","David","Wiley","WOF","46","45",0.308,0.917,159,48,49,8,6,4,45,81,0.509,25,6,33,4,0.408,6,5,"9","13"
"2522","Noah","Mitchell","CIT","53","53",0.308,0.889,195,32,60,16,4,5,44,99,0.508,23,2,36,5,0.381,3,1,"5","5"
"2523","Dosi","Jonas","UNCG","51","48",0.306,0.986,183,27,56,15,0,14,46,113,0.617,17,3,45,3,0.369,3,0,"2","2"
"2524","Brandon","Butterwort","WCU","52","52",0.301,0.849,219,42,66,10,7,5,37,105,0.479,21,4,33,2,0.37,2,3,"7","8"
"2525","Garrett","Howe","SAM","62","62",0.296,0.765,223,40,66,14,0,2,27,86,0.386,29,2,31,5,0.379,2,5,"10","14"
"2526","Jordan","Starkes","WCU","48","47",0.293,0.794,188,37,55,6,1,4,21,75,0.399,30,3,40,2,0.395,2,0,"4","6"
"2527","Noah","Webb","ETSU","39","36",0.292,0.841,130,24,38,5,0,5,21,58,0.446,20,2,23,3,0.395,0,0,"0","0"
"2528","Crosby","Jones","CIT","45","39",0.291,0.728,148,14,43,7,0,3,18,59,0.399,8,1,23,0,0.329,1,2,"0","0"
"2529","Tommy","Barth","ETSU","47","47",0.289,0.764,204,36,59,16,2,3,29,88,0.431,9,5,26,3,0.333,1,1,"9","12"
"2530","Jozsef","Rohrbacher","MER","58","58",0.288,1.01,215,54,62,9,0,19,51,128,0.595,39,9,54,4,0.415,2,4,"5","6"
"2531","Ashton","King","ETSU","50","50",0.285,0.774,186,28,53,6,1,6,37,79,0.425,14,6,42,5,0.349,3,1,"4","5"
"2532","Garrett","Wallace","ETSU","53","51",0.284,0.836,197,43,56,10,0,9,45,93,0.472,24,4,60,4,0.364,6,0,"0","1"
"2533","GC","Jarman","UNCG","54","53",0.284,0.71,190,33,54,7,0,0,24,61,0.321,26,9,35,4,0.389,4,1,"11","14"
"2534","Grayson","Fitzwater","VMI","51","50",0.284,0.866,162,36,46,12,0,6,31,76,0.469,21,10,61,3,0.397,1,6,"7","8"
"2535","Zack","Budzik","UNCG","57","56",0.284,0.775,222,47,63,12,1,5,36,92,0.414,25,4,39,1,0.361,4,2,"17","20"
"2536","Daniel","Cerda","UNCG","55","51",0.281,0.799,178,34,50,4,2,5,16,73,0.41,21,11,38,4,0.389,1,6,"9","13"
"2537","Wells","Sykes","CIT","51","51",0.278,0.682,194,32,54,9,4,0,25,71,0.366,9,2,29,3,0.316,1,6,"11","11"
"2538","Andrew","Bennett","SAM","54","44",0.278,0.883,162,29,45,6,3,9,23,84,0.519,15,7,34,1,0.364,0,0,"1","3"
"2539","Josh","Rodriguez","SAM","55","46",0.275,0.91,167,34,46,8,1,12,36,92,0.551,18,6,44,2,0.359,4,2,"2","4"
"2540","James","Hinson","WCU","47","41",0.275,0.923,167,34,46,9,2,12,34,95,0.569,16,5,37,2,0.354,1,0,"0","0"
"2541","Jack","Renwick","WOF","57","57",0.273,0.761,183,36,50,9,3,4,36,77,0.421,17,3,65,0,0.34,3,28,"16","21"
"2542","Garrett","Staton","SAM","58","58",0.273,0.825,231,49,63,13,0,10,38,106,0.459,24,11,40,3,0.366,2,5,"11","14"
"2543","Trevor","Austin","MER","56","56",0.273,0.653,209,38,57,4,1,0,28,63,0.301,22,7,40,4,0.352,6,7,"4","7"
"2544","Noah","Gent","ETSU","39","38",0.272,0.775,147,22,40,7,0,5,28,62,0.422,19,2,18,9,0.353,5,1,"0","0"
"2545","Mitchell","Smith","UNCG","57","57",0.271,0.772,225,33,61,12,2,6,39,95,0.422,22,7,56,1,0.35,3,0,"6","6"
"2546","John","Anderson","SAM","59","59",0.271,0.982,229,49,62,13,2,22,60,145,0.633,24,5,57,4,0.349,3,1,"1","2"
"2547","Travis","Elliott","CIT","45","41",0.27,0.706,141,25,38,10,0,0,17,48,0.34,10,12,23,3,0.366,1,5,"1","4"
"2548","Bradley","Frye","MER","55","53",0.263,0.732,186,30,49,8,1,4,27,71,0.382,23,4,44,2,0.35,4,6,"6","8"
"2549","Zach","Ketterman","WCU","54","54",0.261,0.87,203,48,53,17,1,9,50,99,0.488,39,5,70,1,0.382,7,1,"1","4"
"2550","Ty","Dalley","MER","58","54",0.259,0.964,189,39,49,10,0,18,56,113,0.598,26,7,45,3,0.366,2,0,"2","3"
"2551","Brett","Cook","VMI","52","50",0.258,0.817,182,47,47,11,1,8,34,84,0.462,23,7,41,3,0.355,5,2,"26","29"
"2552","Kaden","Dreier","SAM","51","47",0.258,0.812,155,26,40,5,1,7,30,68,0.439,24,5,28,3,0.373,1,2,"1","1"
"2553","Jack","Spyke","WCU","51","49",0.251,0.669,187,35,47,6,0,2,27,59,0.316,27,3,28,2,0.353,1,4,"0","0"
"2554","Nate","Stocum","WCU","54","52",0.243,0.789,218,41,53,11,0,13,45,103,0.472,20,4,51,2,0.317,1,1,"4","5"
"2555","Bradley","Bott","UNCG","57","50",0.228,0.691,149,23,34,7,0,2,23,47,0.315,29,7,27,1,0.376,1,3,"4","8"
