"","FirstName","LastName","Team","GP","GS","AVG","OPS","AB","R","H","X2B","X3B","HR","RBI","TB","SLG","BB","HBP","SO","GDP","OBP","SF","SH","SB","SB_ATT"
"2183","TREY","LEWIS","South Alabama","36","31",0.276,0.787,116,20,32,3,0,5,24,50,0.431,15,0,23,4,0.356,1,1,"1","1"
"2184","RILEY","DAVIS","ULM","52","51",0.274,0.807,197,20,54,12,0,8,30,90,0.457,23,0,49,3,0.35,0,0,"2","6"
"2185","GIO","FERRARO","Marshall","52","52",0.272,0.797,195,31,53,7,0,8,30,84,0.431,27,3,43,9,0.366,2,1,"1","3"
"2186","TREVON","DABNEY","James Madison","46","46",0.272,0.861,162,42,44,8,1,6,33,72,0.444,24,18,34,1,0.417,2,6,"8","11"
"2187","KADE","DUPONT","ULM","54","54",0.271,0.727,203,36,55,10,0,3,27,74,0.365,16,14,35,8,0.362,2,6,"5","8"
"2188","MICAH","MORGAN","South Alabama","39","30",0.271,0.689,129,17,35,5,1,2,23,48,0.372,5,4,31,3,0.317,1,2,"1","1"
"2189","KODY","DARCY","Arkansas State","51","51",0.27,0.776,200,34,54,17,0,4,46,83,0.415,24,6,65,1,0.361,3,0,"0","0"
"2190","CARSON","PAETOW","Southern Miss","56","55",0.269,0.786,197,34,53,12,3,4,36,83,0.421,21,10,51,3,0.365,2,0,"5","7"
"2191","JAYLON","LEE","James Madison","45","33",0.269,0.727,134,18,36,5,1,4,24,55,0.41,5,5,38,1,0.317,1,1,"5","10"
"2192","CALIN","SMITH","Marshall","39","25",0.266,0.727,109,13,29,5,1,3,16,45,0.413,7,1,29,1,0.314,1,2,"1","1"
"2193","LUKE","HATCHER","Georgia Southern","39","32",0.266,0.806,128,29,34,6,2,5,22,59,0.461,11,5,42,2,0.345,1,0,"0","0"
"2194","RYAN","LEARY","Texas State","43","37",0.266,0.856,124,31,33,5,2,7,22,63,0.508,9,7,41,2,0.348,1,0,"2","7"
"2195","CARSON","JONES","ULM","48","46",0.265,0.63,147,21,39,4,0,0,22,43,0.293,13,4,37,5,0.337,2,4,"5","7"
"2196","COLIN","HYNEK","Georgia State","41","33",0.264,0.91,121,25,32,6,0,10,34,68,0.562,15,1,35,2,0.348,1,1,"1","1"
"2197","JAYSON","ZMEJOSKI","ULM","37","27",0.263,0.634,99,14,26,0,0,0,8,26,0.263,14,3,17,3,0.371,0,1,"3","4"
"2198","AUSTIN","THRASHER","South Alabama","37","25",0.263,0.82,95,18,25,0,1,3,24,36,0.379,22,9,23,3,0.441,1,1,"0","1"
"2199","KYLE","MOCK","Troy","56","54",0.26,0.825,192,43,50,9,1,7,36,82,0.427,35,9,46,6,0.398,0,0,"3","4"
"2200","BLAKE","JOHNSON","Southern Miss","51","37",0.258,0.829,128,27,33,8,0,5,16,56,0.438,18,10,35,0,0.391,0,1,"0","1"
"2201","DAEDRICK","CAIL","Arkansas State","46","45",0.257,0.719,171,28,44,4,1,4,37,62,0.363,21,7,38,4,0.356,3,3,"0","0"
"2202","ALLEN","GRIER","Arkansas State","45","41",0.257,0.748,140,38,36,10,3,1,22,55,0.393,18,6,36,0,0.355,5,1,"6","8"
"2203","COLSON","LAWRENCE","South Alabama","42","38",0.257,0.883,144,31,37,6,1,11,34,78,0.542,11,8,47,1,0.341,1,0,"6","8"
"2204","JAKE","HAGGARD","ULM","48","46",0.256,0.746,156,26,40,4,1,5,24,61,0.391,23,2,50,1,0.355,2,3,"6","6"
"2205","TYLER","BORGES","South Alabama","37","29",0.255,0.828,94,25,24,5,0,3,22,38,0.404,29,0,19,3,0.424,2,7,"1","1"
"2206","CHRIS","DENGLER","Old Dominion","46","42",0.254,0.738,142,27,36,12,0,2,20,54,0.38,19,4,36,2,0.358,0,3,"5","7"
"2207","HUNTER","WILDER","App State","41","25",0.253,0.625,95,16,24,2,0,0,11,26,0.274,7,8,24,0,0.351,1,2,"10","11"
"2208","MAX","MARUSAK","Louisiana","64","62",0.253,0.736,241,42,61,9,3,10,31,106,0.44,13,3,78,3,0.296,3,10,"21","25"
"2209","DANNY","LYNCH","Southern Miss","65","65",0.252,0.896,222,51,56,15,0,13,53,110,0.495,46,12,47,4,0.401,4,1,"0","1"
"2210","JP","TIGHE","Georgia Southern","46","37",0.252,0.762,131,23,33,6,1,3,19,50,0.382,12,15,32,1,0.38,0,4,"4","4"
"2211","CADE","MANNING","Texas State","55","51",0.251,0.887,167,39,42,7,2,10,26,83,0.497,37,3,52,0,0.39,3,3,"3","3"
"2212","WYATT","PEIFER","James Madison","38","26",0.25,0.641,104,21,26,4,1,0,11,32,0.308,8,5,29,0,0.333,0,6,"2","3"
"2213","COLE","KETZNER","South Alabama","39","30",0.25,0.72,120,17,30,6,0,3,20,45,0.375,16,2,21,3,0.345,1,0,"1","1"
"2214","CHRISTOPHER","SARGENT","Southern Miss","64","63",0.248,0.782,254,47,63,11,1,14,46,118,0.465,23,5,53,6,0.317,5,0,"4","4"
"2215","REECE","EWING","Southern Miss","56","48",0.247,0.806,170,36,42,11,0,5,31,68,0.4,38,8,48,1,0.406,1,0,"1","2"
"2216","CAMDEN","GRIMES","Old Dominion","41","40",0.246,0.943,126,28,31,6,0,11,25,70,0.556,26,3,41,2,0.387,0,0,"7","8"
"2217","DAYLAN","PENA","Texas State","56","56",0.245,0.866,196,40,48,10,1,11,40,93,0.474,42,8,52,6,0.392,4,0,"3","5"
"2218","PEYTON","LEWIS","Texas State","47","43",0.245,0.698,143,28,35,6,0,1,12,44,0.308,24,10,36,3,0.39,0,1,"0","0"
"2219","NOAH","LEDFORD","Georgia Southern","55","55",0.241,0.926,195,43,47,10,0,15,61,102,0.523,53,4,59,3,0.403,6,0,"1","1"
"2220","BEN","MCCLAIN","Texas State","53","50",0.24,0.69,183,36,44,7,0,2,30,57,0.311,35,7,39,3,0.379,2,2,"10","12"
"2221","JC","PEACHER","Georgia Southern","46","31",0.239,0.638,92,25,22,1,0,0,8,23,0.25,18,5,29,1,0.388,1,6,"3","4"
"2222","KEBLER","PERALTA","Marshall","44","41",0.238,0.584,151,23,36,3,2,0,13,43,0.285,13,0,23,3,0.299,0,0,"7","8"
"2223","GOLSTON","GILLESPIE","App State","53","53",0.237,1.005,173,43,41,13,0,15,51,99,0.572,50,12,81,1,0.433,3,0,"2","4"
"2224","THIBODEAUX","CARDELL","ULM","52","51",0.235,0.675,170,21,40,10,0,3,28,59,0.347,23,3,48,2,0.328,5,1,"12","14"
"2225","WILL","VEILLON","Louisiana","61","55",0.23,0.689,178,27,41,14,1,4,28,69,0.388,12,6,60,1,0.301,0,5,"23","29"
"2226","ZACK","FLOYD","ULM","40","35",0.23,0.768,126,24,29,6,1,6,13,55,0.437,12,7,23,2,0.331,0,1,"8","9"
"2227","JD","KAISER","Georgia Southern","39","38",0.228,0.721,123,27,28,6,0,4,19,46,0.374,12,11,37,0,0.347,1,2,"0","0"
"2228","JASON","SCHIAVONE","James Madison","52","51",0.224,0.764,170,39,38,12,0,9,34,77,0.453,19,4,54,1,0.311,3,1,"3","3"
"2229","JONATHAN","XUEREB","App State","35","22",0.224,0.634,85,17,19,2,0,2,14,27,0.318,7,5,21,4,0.316,1,1,"2","2"
"2230","TRAVIS","WASHBURN","ULM","47","25",0.213,0.679,89,19,19,1,2,3,10,33,0.371,9,4,29,0,0.308,2,3,"4","6"
"2231","ROBBIE","O'NEAL","Old Dominion","39","29",0.211,0.743,114,20,24,5,0,6,27,47,0.412,20,1,48,4,0.331,1,0,"0","0"
"2232","DIEGO","ALTAMIRANO","South Alabama","38","33",0.206,0.712,97,11,20,5,1,0,17,27,0.278,26,13,35,2,0.434,0,5,"0","1"
"2233","JOSH","TRUJILLO","Old Dominion","52","13",0.203,0.648,74,17,15,3,1,1,7,23,0.311,14,1,30,2,0.337,0,4,"4","5"
"2234","RYDER","HERNANDEZ","Texas State","46","34",0.201,0.595,134,14,27,4,0,5,25,46,0.343,7,2,42,3,0.252,0,4,"2","2"
"2235","CHRISTIAN","LUCIO","Marshall","39","35",0.186,0.597,118,13,22,6,0,2,10,34,0.288,20,1,47,1,0.309,0,3,"11","13"
"2236","DYLAN","DEBUTY","Arkansas State","37","28",0.162,0.584,68,12,11,2,0,2,8,19,0.279,9,5,24,1,0.305,0,12,"0","0"
"2237","NICH","KLEMP","Portland","51","51",0.39,1.041,213,56,83,25,0,6,45,126,0.592,17,6,25,2,0.449,0,1,"3","3"
"2238","MICHAEL","O'HARA","Santa Clara","24","23",0.386,0.984,101,26,39,6,1,3,20,56,0.554,5,5,9,0,0.43,3,1,"4","7"
"2239","COOPER","VEST","Brigham Young","21","21",0.379,1.007,87,14,33,9,0,3,21,51,0.586,4,3,23,0,0.421,1,1,"1","1"
"2240","JONJON","BERRING","Santa Clara","25","25",0.378,0.95,98,14,37,6,2,0,15,47,0.48,14,3,11,0,0.47,0,3,"9","13"
"2241","BRIAN","KALMER","Gonzaga","52","52",0.358,1.136,201,45,72,16,2,15,51,137,0.682,36,1,56,8,0.454,2,0,"1","1"
"2242","MARIO","DEMERA","San Francisco","48","48",0.358,0.892,187,38,67,15,0,1,29,85,0.455,24,6,31,1,0.437,5,1,"9","11"
"2243","HARRIS","WILLIAMS III","San Francisco","46","46",0.348,1.004,187,41,65,14,0,10,39,109,0.583,18,7,33,1,0.421,2,2,"23","34"
"2244","LUKE","ANDERSON","Brigham Young","16","15",0.347,0.942,72,12,25,7,0,3,13,41,0.569,2,1,16,0,0.373,0,2,"1","1"
"2245","JACK","BASSEER","Pepperdine","46","44",0.345,0.93,168,24,58,13,0,5,34,86,0.512,16,7,36,5,0.418,3,1,"2","6"
"2246","BEN","NEMIVANT","Pacific","28","28",0.345,0.84,116,21,40,10,0,0,17,50,0.431,9,5,13,2,0.409,2,0,"3","5"
"2247","ANGELO","PERAZA","San Diego","52","52",0.344,1.018,195,57,67,13,4,7,34,109,0.559,33,12,41,3,0.459,4,1,"10","13"
"2248","JAKE","HOLCROFT","Portland","54","53",0.343,0.912,242,46,83,13,3,7,43,123,0.508,24,2,23,3,0.404,2,0,"14","16"
"2249","RYLAN","EVANS","Pacific","21","17",0.338,0.752,71,6,24,3,0,0,7,27,0.38,4,1,10,0,0.372,2,4,"2","2"
"2250","CHRISTIAN","COONEY","Portland","42","34",0.329,0.878,140,29,46,9,0,4,29,67,0.479,9,8,28,4,0.399,1,0,"6","6"
"2251","OZZIE","PRATT","Brigham Young","17","17",0.328,1.011,67,18,22,5,1,3,7,38,0.567,12,2,17,0,0.444,0,0,"0","1"
"2252","BRILEY","KNIGHT","Portland","50","49",0.322,0.896,199,32,64,21,0,4,43,97,0.487,24,6,27,1,0.409,1,1,"0","0"
"2253","PEYTON","MILLER","Pacific","25","24",0.322,0.703,87,10,28,0,0,0,9,28,0.322,6,3,12,5,0.381,1,1,"0","2"
"2254","JUSTIN","DECRISCIO","San Diego","46","46",0.321,0.806,184,40,59,11,1,3,20,81,0.44,11,5,20,3,0.366,5,3,"13","19"
"2255","DAWSON","BRIGMAN","Santa Clara","25","25",0.321,0.862,106,22,34,1,1,4,17,49,0.462,14,0,27,0,0.4,0,2,"7","11"
"2256","KHADIM","DIAW","Loyola Marymount","52","51",0.318,0.898,211,46,67,11,2,8,34,106,0.502,20,8,35,1,0.396,1,0,"5","10"
"2257","SAM","STEM","Gonzaga","47","46",0.317,0.824,183,24,58,10,3,4,31,86,0.47,9,2,31,3,0.354,1,0,"2","3"
"2258","JAMES","ARAKAWA","San Diego","50","48",0.316,0.839,177,41,56,12,1,2,17,76,0.429,19,12,12,5,0.41,4,8,"11","14"
"2259","COLE","GAMBILL","Brigham Young","20","18",0.316,1.001,76,22,24,4,1,5,16,45,0.592,9,3,19,0,0.409,0,0,"1","1"
"2260","NATHAN","CHONG","Saint Mary's","37","35",0.315,0.935,127,26,40,8,1,6,32,68,0.535,18,2,33,0,0.4,3,0,"0","1"
"2261","ZACH","TOGLIA","Portland","44","40",0.315,0.974,162,34,51,9,0,10,33,90,0.556,27,3,48,0,0.418,2,0,"0","0"
"2262","EVAN","SCAVOTTO","Portland","52","51",0.31,0.952,197,47,61,12,2,10,44,107,0.543,30,4,51,3,0.409,1,4,"1","2"
"2263","BLAKE","MCDONALD","Saint Mary's","47","45",0.308,0.785,159,20,49,10,3,0,21,65,0.409,13,8,18,1,0.376,6,1,"2","5"
"2264","LINCOLN","ORELLANA","Pepperdine","40","40",0.308,0.902,143,36,44,9,0,4,30,65,0.455,32,4,33,2,0.447,0,0,"0","0"
"2265","CHARLES","MASINO","Pepperdine","44","43",0.308,0.829,169,33,52,7,1,4,27,73,0.432,21,4,32,5,0.397,0,3,"1","2"
"2266","COLEMAN","BRIGMAN","Santa Clara","25","25",0.306,0.935,108,17,33,5,1,8,24,64,0.593,4,3,28,1,0.342,2,0,"1","3"
"2267","QUINTT","LANDIS","Pepperdine","44","42",0.305,0.852,151,33,46,12,1,1,28,63,0.417,24,14,18,3,0.435,4,1,"4","5"
"2268","JARED","THOMAS","Loyola Marymount","48","47",0.304,0.835,184,30,56,12,0,4,35,80,0.435,25,7,26,2,0.4,4,0,"4","6"
"2269","HENRY","MUENCH","Portland","41","30",0.303,0.726,122,25,37,3,0,1,13,43,0.352,12,3,37,0,0.374,2,2,"6","8"
"2270","JAKE","TSUKADA","Portland","50","47",0.301,0.751,183,34,55,7,2,0,25,66,0.361,22,5,25,3,0.39,0,3,"7","8"
"2271","GAVIN","NAPIER","Saint Mary's","51","51",0.3,0.825,210,39,63,8,1,8,29,97,0.462,15,7,19,1,0.363,2,3,"4","10"
"2272","KEVIN","SIM","San Diego","38","38",0.298,1.025,141,44,42,7,0,13,40,88,0.624,24,3,26,1,0.401,4,0,"9","12"
"2273","JEREMY","LEA","Pacific","28","28",0.295,0.926,105,17,31,9,2,4,22,56,0.533,7,10,18,1,0.393,0,0,"2","2"
"2274","BEN","STECK","Santa Clara","24","24",0.292,0.909,89,19,26,7,0,5,18,48,0.539,10,1,40,0,0.37,0,3,"0","0"
"2275","CHRISTIAN","ALMANZA","Saint Mary's","51","51",0.29,1.032,183,50,53,9,1,16,40,112,0.612,35,7,59,0,0.42,1,0,"2","3"
"2276","DIEGO","BAQUEIRO","Loyola Marymount","51","51",0.29,0.747,210,26,61,14,0,4,35,87,0.414,15,0,36,5,0.333,3,0,"1","2"
"2277","RYAN","JOHNSON","Pepperdine","49","49",0.289,1.063,190,60,55,14,0,18,45,123,0.647,33,11,58,4,0.416,4,0,"1","3"
"2278","EFRAIN","MANZO","Santa Clara","25","25",0.287,0.983,101,26,29,9,1,7,27,61,0.604,12,3,28,3,0.379,0,0,"1","1"
"2279","AUSTIN","SMITH","San Diego","52","52",0.285,0.772,186,30,53,7,0,3,44,69,0.371,29,7,19,2,0.401,0,7,"5","9"
"2280","CONNOR","COBALLES","Gonzaga","52","52",0.282,0.684,216,34,61,6,0,1,17,70,0.324,26,3,21,1,0.36,5,1,"4","6"
"2281","ENZO","APODACA","Gonzaga","52","52",0.281,0.804,199,39,56,13,3,3,23,84,0.422,23,10,33,4,0.382,1,1,"6","8"
"2282","BEN","PATACSIL","Portland","49","46",0.28,0.783,168,42,47,12,1,1,27,64,0.381,18,19,30,3,0.402,4,2,"2","2"
"2283","EASTON","JONES","Brigham Young","16","16",0.278,0.796,54,8,15,5,1,1,9,25,0.463,5,1,20,0,0.333,3,3,"0","0"
"2284","PARKER","GOFF","Brigham Young","17","17",0.278,0.801,54,10,15,2,2,0,7,21,0.389,9,4,15,0,0.412,1,2,"1","1"
"2285","COLEMAN","SCHMIDT","Saint Mary's","51","51",0.274,0.916,190,36,52,8,0,16,45,108,0.568,23,2,52,0,0.348,6,2,"11","13"
"2286","MALCOLM","WILLIAMS","Santa Clara","25","25",0.273,0.667,99,12,27,4,0,0,10,31,0.313,10,3,17,1,0.354,1,1,"4","7"
"2287","BILL","RALSTON","Saint Mary's","51","51",0.272,0.825,202,32,55,10,1,10,31,97,0.48,17,6,49,0,0.345,1,1,"2","4"
"2288","JOHN","PECK","Pepperdine","49","49",0.272,0.794,202,44,55,12,2,6,37,89,0.441,21,7,51,6,0.353,5,0,"8","11"
"2289","CHASE","GRAVES","Pacific","28","25",0.271,0.798,96,14,26,4,0,4,15,42,0.438,9,5,32,2,0.36,1,3,"4","5"
"2290","CHRISTIAN","STAPLETON","San Francisco","45","42",0.27,0.898,159,25,43,14,0,9,41,84,0.528,17,10,66,0,0.37,3,0,"0","0"
"2291","TOMMY","EISENSTAT","Gonzaga","48","44",0.269,0.701,167,19,45,7,1,2,25,60,0.359,16,3,29,2,0.342,1,0,"0","0"
"2292","CONNOR","BLOUGH","Loyola Marymount","50","47",0.267,0.884,150,32,40,12,5,2,25,68,0.453,35,13,37,0,0.431,6,1,"5","9"
"2293","JACK","METCHO","Pacific","27","23",0.265,0.662,83,14,22,3,0,0,12,25,0.301,10,3,16,1,0.361,1,2,"4","5"
"2294","PATRICK","KEIGHRAN","San Francisco","35","32",0.262,0.927,107,25,28,3,1,8,22,57,0.533,18,6,39,0,0.394,1,0,"1","1"
"2295","DYLAN","DENNIS","Loyola Marymount","52","51",0.261,0.668,184,23,48,7,0,2,31,61,0.332,16,8,30,4,0.336,6,4,"0","1"
"2296","MICHAEL","CAMPAGNA","San Francisco","43","43",0.26,0.783,154,18,40,6,2,4,31,62,0.403,26,5,34,3,0.38,2,0,"0","0"
"2297","RYAN","SEPEDE","Brigham Young","21","21",0.259,0.813,85,18,22,2,1,4,14,38,0.447,10,5,30,0,0.366,1,0,"0","0"
"2298","WILL","ASBY","San Francisco","42","39",0.256,0.801,156,20,40,10,1,7,26,73,0.468,16,3,34,9,0.333,2,0,"2","4"
"2299","JACK","GUREVITCH","San Diego","51","46",0.256,0.826,172,23,44,7,3,7,31,78,0.453,26,6,47,0,0.373,0,0,"3","4"
"2300","JARED","METTAM","Saint Mary's","51","51",0.255,0.751,188,33,48,9,1,7,21,80,0.426,16,4,28,1,0.325,1,0,"14","16"
"2301","CHAZ","MYERS","Pacific","28","28",0.255,0.784,106,22,27,6,0,5,16,48,0.453,8,4,21,0,0.331,0,0,"2","4"
"2302","BENNY","CASILLAS","Loyola Marymount","52","52",0.253,0.587,182,18,46,4,0,0,17,50,0.275,13,4,29,3,0.312,3,2,"6","7"
"2303","GRANT","SCHOEN","Pepperdine","35","34",0.25,0.751,128,31,32,4,0,3,15,45,0.352,30,3,25,0,0.399,2,4,"0","1"
"2304","TONY","OTIS","Pacific","21","18",0.246,0.68,69,14,17,4,1,1,12,26,0.377,4,2,21,0,0.303,1,2,"1","2"
"2305","WILL","WORTHINGTON","San Diego","47","31",0.242,0.756,124,18,30,7,1,5,32,54,0.435,12,3,30,5,0.321,1,4,"3","5"
"2306","DALTON","MASHORE","Saint Mary's","51","51",0.24,0.744,192,36,46,7,3,8,28,83,0.432,21,0,53,0,0.312,2,1,"13","19"
"2307","DUSTIN","ALLEN","San Diego","51","50",0.24,0.735,167,33,40,7,1,4,29,61,0.365,24,13,32,3,0.37,4,4,"8","11"
"2308","SAM","BILLER","Loyola Marymount","53","52",0.24,0.689,208,39,50,6,2,4,26,72,0.346,25,8,39,0,0.343,1,6,"6","7"
"2309","DEVAN","ORNELAS","Loyola Marymount","49","43",0.237,0.673,156,28,37,5,1,4,20,56,0.359,18,0,48,1,0.314,1,3,"3","4"
"2310","SAVIER","PINALES","Gonzaga","47","46",0.235,0.627,170,22,40,9,2,1,20,56,0.329,13,4,31,2,0.298,4,0,"5","5"
"2311","ARIEL","ARMAS","San Diego","37","33",0.235,0.775,115,13,27,12,0,3,23,48,0.417,17,5,24,1,0.358,0,0,"1","1"
"2312","JACOB","WEISS","Pacific","20","19",0.233,0.689,73,12,17,8,1,1,14,30,0.411,4,1,27,0,0.278,1,0,"1","1"
"2313","THOMAS","FERROGGIARO","Santa Clara","17","16",0.232,0.626,56,8,13,2,0,0,6,15,0.268,9,2,6,1,0.358,0,4,"1","1"
"2314","CONNOR","BRADSHAW","Pepperdine","36","36",0.231,0.75,121,19,28,5,1,6,18,53,0.438,9,7,39,1,0.312,4,4,"1","2"
"2315","RYAN","MARTINEZ","San Francisco","37","32",0.223,0.577,121,17,27,1,0,2,12,34,0.281,12,1,26,1,0.296,1,1,"3","4"
"2316","COLE","ROBERTS","Loyola Marymount","49","49",0.218,0.638,156,22,34,12,0,1,19,49,0.314,19,7,31,3,0.324,3,7,"0","1"
"2317","JACOB","WILK","Brigham Young","21","21",0.208,0.751,77,11,16,2,0,5,13,33,0.429,12,1,30,1,0.322,0,1,"0","0"
"2318","BLAKE","ATKINS","San Francisco","33","30",0.206,0.557,107,14,22,1,1,1,16,28,0.262,11,3,19,1,0.295,1,4,"2","3"
"2319","EZRA","SAMPERI","Gonzaga","44","39",0.193,0.58,135,16,26,6,0,3,16,41,0.304,12,4,22,3,0.276,1,5,"6","7"
"2320","JACK","GOODMAN","Pepperdine","35","24",0.192,0.506,99,10,19,4,0,1,5,26,0.263,5,2,25,2,0.243,1,0,"1","1"
"2321","TY","SAUNDERS","Portland","37","17",0.141,0.365,71,5,10,0,0,1,5,13,0.183,3,1,26,0,0.182,2,0,"0","0"
"2322","CHAD","CALL","Brigham Young","16","12",0.119,0.465,42,4,5,3,0,0,8,8,0.19,8,1,13,1,0.275,0,2,"0","0"
"2323","RYAN","CAMPOS","Arizona State","44","44",0.388,1.097,160,47,62,7,1,8,24,95,0.594,35,3,17,3,0.503,1,0,"4","5"
"2324","LUKE","KEASCHALL","Arizona State","55","55",0.353,1.168,218,55,77,25,1,18,58,158,0.725,22,13,28,3,0.443,0,1,"18","20"
"2325","JACOB","TOBIAS","Arizona State","54","54",0.317,0.95,205,31,65,9,4,10,59,112,0.546,29,3,41,1,0.404,3,0,"1","1"
"2326","LUKE","HILL","Arizona State","54","54",0.314,0.845,204,43,64,11,0,6,42,93,0.456,23,4,42,3,0.389,3,1,"3","5"
"2327","NU’U","CONTRADES","Arizona State","53","53",0.309,0.825,217,40,67,10,2,8,40,105,0.484,9,3,51,4,0.341,3,0,"9","11"
"2328","WYATT","CRENSHAW","Arizona State","53","50",0.264,0.789,208,38,55,16,1,9,32,100,0.481,13,2,50,2,0.308,4,2,"5","8"
"2329","ISAIAH","JACKSON","Arizona State","53","51",0.249,0.781,177,32,44,10,0,8,28,78,0.441,18,9,59,2,0.34,5,2,"5","10"
"2330","NICK","MCLAIN","Arizona State","23","23",0.298,1.04,94,25,28,5,2,8,24,61,0.649,15,0,19,2,0.391,1,0,"0","0"
"2331","BRONSON","BALHOLM","Arizona State","14","11",0.286,0.698,42,7,12,1,0,0,4,13,0.31,5,2,5,0,0.388,0,0,"1","1"
"2332","ETHAN","LONG","Arizona State","12","12",0.27,0.952,37,8,10,0,0,3,9,19,0.514,8,3,7,3,0.438,0,0,"0","0"
"2333","WILLIE","CANO","Arizona State","19","14",0.269,0.77,52,7,14,3,0,1,11,20,0.385,10,1,10,2,0.385,2,1,"0","0"
"2334","TREY","NEWMAN","Arizona State","15","12",0.267,0.602,45,7,12,1,0,0,4,13,0.289,2,1,10,0,0.313,0,2,"0","0"
"2335","JONNY","WEAVER","Arizona State","12","5",0.259,0.633,27,3,7,2,0,0,4,9,0.333,2,0,8,0,0.3,1,0,"0","1"
"2336","KIEN","VU","Arizona State","39","28",0.255,0.732,102,19,26,5,1,1,7,36,0.353,16,5,35,0,0.379,1,1,"4","6"
"2337","WILL","ROGERS","Arizona State","34","24",0.167,0.522,90,12,15,3,0,3,9,27,0.3,6,1,29,4,0.222,2,0,"2","2"
"2338","DRAKE","VARNADO","Arizona State","7","1",0.167,0.334,12,2,2,0,0,0,1,2,0.167,0,0,3,0,0.167,0,0,"0","0"
"2339","REESE","BEHELER","Arizona State","12","4",0.158,0.462,19,2,3,0,0,0,1,3,0.158,4,0,5,0,0.304,0,0,"0","0"
"2340","KADE","KRETZSCHMAR","California","52","52",0.322,0.999,199,39,64,14,2,13,36,121,0.608,16,8,41,3,0.391,2,2,"8","11"
"2341","CALEB","LOMAVITA","California","48","48",0.316,0.979,206,47,65,13,0,16,43,126,0.612,12,6,25,3,0.367,2,0,"9","10"
"2342","RODNEY","GREENJR.","California","52","52",0.293,0.946,208,51,61,11,1,14,38,116,0.558,32,1,77,6,0.388,1,0,"29","31"
"2343","DOM","SOUTO","California","51","50",0.29,0.765,186,31,54,7,1,5,31,78,0.419,15,3,32,3,0.346,4,0,"1","2"
"2344","MAX","HANDRON","California","47","42",0.266,0.884,154,39,41,4,1,9,26,74,0.481,30,6,29,0,0.403,1,1,"1","1"
"2345","PEYTON","SCHULZE","California","51","51",0.252,0.724,206,27,52,11,0,7,39,84,0.408,18,2,59,4,0.316,2,0,"1","1"
"2346","CARSON","CRAWFORD","California","52","52",0.234,0.882,184,42,43,14,0,12,47,93,0.505,32,12,82,3,0.377,3,0,"2","2"
"2347","JACK","JOHNSTON","California","39","32",0.137,0.562,102,14,14,3,0,5,17,32,0.314,14,2,29,3,0.248,3,5,"4","4"
"2348","NATHAN","MANNING","California","28","25",0.33,0.874,94,16,31,5,2,1,16,43,0.457,13,1,12,1,0.417,0,3,"2","3"
"2349","NICO","BUTTON","California","19","12",0.214,0.627,42,5,9,1,0,0,4,10,0.238,11,1,16,0,0.389,0,0,"0","0"
"2350","JAG","BURDEN","California","11","10",0.208,0.72,24,7,5,1,0,1,5,9,0.375,4,1,6,0,0.345,0,2,"4","4"
"2351","JOEY","DONNELLY","California","14","5",0.2,0.606,25,2,5,0,0,1,2,8,0.32,3,0,7,1,0.286,0,0,"0","0"
"2352","LUCA","BOVE","California","10","6",0.192,0.507,26,0,5,1,0,0,1,6,0.231,2,1,10,1,0.276,0,0,"0","0"
"2353","CADE","CAMPBELL","California","23","17",0.115,0.28,52,3,6,1,0,0,4,7,0.135,2,0,14,1,0.145,1,4,"0","0"
"2354","TUCKER","BOUGIE","California","35","18",0.115,0.465,52,9,6,0,0,1,9,9,0.173,12,1,19,1,0.292,0,0,"0","0"
"2355","DARRYL","DILWORTHJR.","California","6","0",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0","1"
"2356","CHASE","DAVIS","Arizona","57","57",0.362,1.231,221,71,80,17,2,21,74,164,0.742,43,13,40,4,0.489,1,0,"0","0"
"2357","MAC","BINGHAM","Arizona","58","58",0.36,1.005,253,68,91,20,2,10,51,145,0.573,32,5,43,3,0.432,6,1,"7","8"
"2358","KIKO","ROMERO","Arizona","59","59",0.345,1.165,232,60,80,17,4,21,89,168,0.724,36,10,56,1,0.441,8,0,"6","10"
"2359","TONY","BULLARD","Arizona","51","51",0.328,0.987,198,42,65,14,1,12,42,117,0.591,16,7,28,2,0.396,1,0,"1","1"
"2360","NIK","MCCLAUGHRY","Arizona","58","58",0.325,0.896,240,71,78,12,5,4,39,112,0.467,35,11,36,1,0.429,3,1,"7","10"
"2361","MASON","WHITE","Arizona","53","48",0.313,0.99,208,50,65,18,7,10,35,127,0.611,22,2,56,1,0.379,3,1,"2","3"
"2362","TYLER","CASAGRANDE","Arizona","46","35",0.255,0.685,141,26,36,11,2,0,22,51,0.362,7,9,28,1,0.323,4,2,"2","5"
"2363","GAREN","CAULFIELD","Arizona","47","42",0.229,0.657,175,19,40,7,1,5,29,64,0.366,11,6,34,2,0.291,4,1,"2","3"
"2364","EMILIO","CORONA","Arizona","38","36",0.336,1.06,152,34,51,13,4,11,44,105,0.691,9,2,46,1,0.369,5,0,"3","3"
"2365","CAMERON","LALIBERTE","Arizona","35","33",0.331,0.87,133,19,44,13,1,1,17,62,0.466,14,3,36,1,0.404,1,0,"4","7"
"2366","CASEY","HINTZ","Arizona","29","1",0.286,0.572,7,1,2,0,0,0,0,2,0.286,0,0,4,0,0.286,0,0,"0","0"
